CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
ILLMER01|ILLMER01|22|ILLMER MARKET|ILLMER HANSPETER & CO KG|VERDINS, 13|SCHENNA|BZ|39017|01725340218||01|N||
INNEREIS|INNEREIS|22|PENSION INNEREISERER-HOF|FA. PIRCHER RAIMUND|VERDINS, 17|SCHENNA|BZ|39017|02536520212||01|N||
KARLEGGE|KARLEGGE|22|GASTHOF ALPENBLICK|PICHLER KARLEGGER FRIEDA|OBERTALL, 5|SCHENNA|BZ|39017|00394610216||01|N||
LAURIN04|LAURIN04|22|PENSION LAURIN|KLOTZNER FELIX & CO.OHG|PICHLERSTRASSE, 11|SCHENNA|BZ|39017|00728630211||01|N||
LEBENSTA|LEBENSTA|22|PENSION LEBENSTAIN|HOLZNER IDA IN PARTH|IFINGERSTRASSE, 2|SCHENNA|BZ|39017|00166090217||01|N||
MOAREBEN|MOAREBEN|22|MOAREBEN|BRAUNHOFER FILOMENA|PICHLERSTRASSE, 28|SCHENNA|BZ|39017|00292170214||01|N||
OBERPRAN|OBERPRAN|22|PENS. OBERPRANTACHER|OBERPRANTACHER Z.|VERDINSERSTRASSE, 46|SCHENNA|BZ|39017|00896360211||01|N||
OBERTABE|OBERTABE|22|OBERTABERHOF|HORMANN HELMUTH|ST. GEORGENSTRASSE, 17|SCHENNA|BZ|39017|02320640218||02|N||
PANORA07|PANORA07|22|HOTEL PANORAMA|PIRCHER MATHIAS|VERDINSERSTRASSE, 49|SCHENNA|BZ|39017|01459730212||01|N||
PGRUBE02|PGRUBE03|22|HOTEL GRUBERHOF|ALMBERGER GEORG|OBERVERDINS, 2|SCHENNA|BZ|39017|02616790214||02|N||
PGRUBE03|PGRUBE03|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKIEND01|PKIEND01|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKIENDL|PKIEND01|22|HOTEL & RESIDENCE KIENDL|ERBEN WINKLER FRANZ GES.|NAIFSTRASSE, 2|SCHENNA|BZ|39017|02616790214|1|02|N||
PLATTERR|PLATTERR|22|KIOSK|PLATTER ROSA|VERDINS|SCHENNA|BZ|39017|00524310216||01|N||
PPICHL01|PPICHL01|22|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PPICHLER|PPICHL01|22|GASTHOF PICHLER|D. EGGER DORIS & C. KG|PICHLERSTRASSE, 32|SCHENNA|BZ|39017|02616790214||02|N||
PRUNNER|PRUNNER|22|PRUNNER KLAUS & CO. OHG||ERZH. JOHANN PLATZ, 3|SCHENNA|BZ|39017|01184820213||01|N||
RASTLHOF|RASTLHOF|22|GASTHOF RASTLHOF|DES MAIR JOHANN|ST. GEORGENSTRASSE, 54|SCHENNA|BZ|39017|01304990219||01|N||
SCHONA01|SCHONA01|22|HOTEL SCHON AUSSICHT|ILLMER GUNTHER|VERDINS DORF, 27|SCHENNA|BZ|39017|02307720215||01|N||
SONNENPA|SONNENPA|22|HOTEL SONNENPARADIES KG|D. PICHLER JOSEF & CO.|VERDINSERSTRASSE, 41|SCHENNA|BZ|39017|01187140213||01|N|00300|
SPORTHOT|SPORTHOT|22|SPORTHOTEL ST. GEORGEN|PRUNNER RITA|ST.GEORGENSTRASSE, 36/B|SCHENNA|BZ|39017|01240980217||01|N||
TIEFENBR|TIEFENBR|22|REST. TIEFENBRUNN|BRUNNER IN PICHLER ROSA|VERDINSERSTRASSE, 34A|SCHENNA|BZ|39017|00387710213||01|N||
URBANSTU|URBANSTU|22|GASTHAUS ST. URBANSTUBE|ILLMER HANSPETER & CO KG|VERDINS, 21|SCHENNA|BZ|39017|01725340218||01|N||
VALLRE01|VALLRE01|22|PENSION VALLREIS|INNERHOFER GEORG|SCHENNASTRASSE, 47|SCHENNA|BZ|39017|00730060217||01|N||
WICKERTS|WICKERTS|22|MITLECHNERHOF GMBH||VERDINS, 20|SCHENNA|BZ|39017|02730900210||03|N|00500|
WIESEN03|WIESEN03|22|PENSION WIESENHOF|DOSSER GMBH|IFINGERSTRASSE, 36|SCHENNA|BZ|39017|00438210213||01|N||
